% Handlabelling data is arranged in 3 columns: handlabeller1 and handlabeller2 indicate the first two experts, handlabeller_final column contains the final, tie-breaking labels.
% Labels in these columns are to be interpreted as follows:
%   - 0 is UNKNOWN
%   - 1 is FIX (fixation)
%   - 2 is SACCADE
%   - 3 is SP (smooth pursuit)
%   - 4 is NOISE
% 
%@METADATA width_px 1280.0
%@METADATA height_px 720.0
%@METADATA width_mm 400.0
%@METADATA height_mm 225.0
%@METADATA distance_mm 450.0
@RELATION gaze_labels

@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller1 INTEGER
@ATTRIBUTE handlabeller2 INTEGER
@ATTRIBUTE handlabeller_final INTEGER

@DATA
2558000,688.2,515.0,1.0,1,1,1
2562000,688.3,515.3,1.0,1,1,1
2566000,688.3,515.6,1.0,1,1,1
2570000,688.4,515.7,1.0,1,1,1
2574000,688.6,515.8,1.0,1,1,1
2578000,688.5,515.7,1.0,1,1,1
2582000,688.6,515.8,1.0,1,1,1
2586000,688.6,516.0,1.0,1,1,1
2590000,688.6,516.1,1.0,1,1,1
2594000,688.6,516.3,1.0,1,1,1
2598000,688.6,516.5,1.0,1,1,1
2602000,688.6,516.9,1.0,1,1,1
2606000,688.6,517.0,1.0,1,1,1
2610000,688.5,517.0,1.0,1,1,1
2614000,688.6,516.9,1.0,1,1,1
2618000,688.6,516.8,1.0,1,1,1
2622000,688.6,516.7,1.0,1,1,1
2626000,688.8,516.7,1.0,1,1,1
2630000,688.7,516.7,1.0,1,1,1
2634000,688.6,516.5,1.0,1,1,1
2637000,688.7,516.4,1.0,1,1,1
2641000,688.4,516.5,1.0,1,1,1
2645000,688.3,516.5,1.0,1,1,1
2649000,688.3,516.5,1.0,1,1,1
2653000,688.1,516.2,1.0,1,1,1
2657000,687.8,515.9,1.0,1,1,1
2661000,688.0,515.8,1.0,1,1,1
2665000,687.8,515.7,1.0,1,1,1
2670000,687.7,516.0,1.0,1,1,1
2674000,687.7,516.2,1.0,1,1,1
2678000,687.7,516.8,1.0,1,1,1
2682000,687.6,517.1,1.0,1,1,1
2686000,688.1,517.1,1.0,1,1,1
2690000,688.3,517.3,1.0,1,1,1
2694000,688.4,517.4,1.0,1,1,1
2698000,688.8,517.5,1.0,1,1,1
2702000,689.1,517.5,1.0,1,1,1
2706000,689.2,517.4,1.0,1,1,1
2710000,689.3,517.4,1.0,1,1,1
2714000,689.7,517.2,1.0,1,1,1
2718000,690.1,517.1,1.0,1,1,1
2722000,699.6,517.0,1.0,2,2,2
2726000,725.5,515.4,1.0,2,2,2
2730000,760.4,513.4,1.0,2,2,2
2734000,804.4,510.7,1.0,2,2,2
2738000,845.2,510.0,1.0,2,2,2
2742000,885.4,508.8,1.0,2,2,2
2746000,923.0,509.3,1.0,2,2,2
2750000,954.5,509.6,1.0,2,2,2
2754000,976.9,511.7,1.0,2,2,2
2758000,976.3,512.4,1.0,2,2,2
2762000,975.7,513.0,1.0,1,1,1
2766000,975.7,513.2,1.0,1,1,1
2770000,976.2,513.3,1.0,1,1,1
2774000,976.7,513.3,1.0,1,1,1
2778000,978.4,513.8,1.0,1,1,1
2782000,980.2,514.2,1.0,1,1,1
2786000,980.2,515.1,1.0,1,1,1
2790000,980.2,515.9,1.0,1,1,1
2794000,980.3,516.5,1.0,1,1,1
2798000,980.5,516.6,1.0,1,1,1
2802000,980.7,516.7,1.0,1,1,1
2806000,980.7,517.5,1.0,1,1,1
2810000,980.7,518.4,1.0,1,1,1
2814000,980.6,518.7,1.0,1,1,1
2818000,980.5,518.7,1.0,1,1,1
2822000,980.6,518.8,1.0,1,1,1
2826000,980.6,518.7,1.0,1,1,1
2830000,980.8,518.8,1.0,1,1,1
2834000,981.1,518.9,1.0,1,1,1
2838000,981.4,519.0,1.0,1,1,1
2842000,981.7,519.1,1.0,1,1,1
2846000,981.8,519.4,1.0,1,1,1
2850000,982.6,519.6,1.0,1,1,1
2854000,983.1,521.5,1.0,1,1,1
2858000,983.2,522.0,1.0,1,1,1
2862000,983.4,522.5,1.0,1,1,1
2866000,982.8,522.4,1.0,1,1,1
2870000,982.4,522.6,1.0,1,1,1
2874000,982.4,522.8,1.0,1,1,1
2878000,982.6,522.7,1.0,1,1,1
2882000,982.6,522.7,1.0,1,1,1
2886000,982.6,522.9,1.0,1,1,1
2890000,982.6,522.8,1.0,1,1,1
2894000,982.8,523.1,1.0,1,1,1
2898000,982.6,522.9,1.0,1,1,1
2902000,982.5,522.7,1.0,1,1,1
2905000,982.5,522.8,1.0,1,1,1
2909000,982.5,523.0,1.0,1,1,1
2913000,982.4,523.0,1.0,1,1,1
2917000,982.5,522.9,1.0,1,1,1
2921000,982.4,523.2,1.0,1,1,1
2925000,982.4,523.4,1.0,1,1,1
2929000,982.1,523.3,1.0,1,1,1
2933000,982.1,523.0,1.0,1,1,1
2938000,982.0,522.4,1.0,1,1,1
2942000,981.0,522.8,1.0,1,1,1
2946000,980.5,522.9,1.0,1,1,1
2950000,979.9,522.9,1.0,1,1,1
2954000,975.0,523.3,1.0,1,1,1
2958000,967.8,523.1,1.0,1,1,1
2962000,966.6,519.9,1.0,1,1,1
2966000,966.2,519.1,1.0,1,1,1
2970000,966.6,518.9,1.0,1,1,1
2974000,967.0,518.7,1.0,1,1,1
2978000,967.3,518.6,1.0,1,1,1
2982000,967.3,518.5,1.0,1,1,1
2986000,967.2,517.8,1.0,1,1,1
2990000,967.2,517.7,1.0,1,1,1
2994000,967.3,517.6,1.0,1,1,1
2998000,967.1,517.6,1.0,1,1,1
3002000,966.9,517.6,1.0,1,1,1
3005000,966.9,517.5,1.0,1,1,1
3009000,966.9,517.5,1.0,1,1,1
3013000,966.7,517.5,1.0,1,1,1
3017000,966.6,517.6,1.0,1,1,1
3021000,966.8,517.5,1.0,1,1,1
3025000,967.1,517.5,1.0,1,1,1
3029000,967.1,517.4,1.0,1,1,1
3033000,967.3,517.6,1.0,1,1,1
3038000,967.4,517.8,1.0,1,1,1
3042000,967.5,518.1,1.0,1,1,1
3046000,968.1,518.1,1.0,1,1,1
3050000,968.2,518.2,1.0,1,1,1
3054000,968.1,518.0,1.0,1,1,1
3058000,968.5,518.0,1.0,1,1,1
3062000,968.8,518.0,1.0,1,1,1
3066000,968.9,517.9,1.0,1,1,1
3070000,969.0,517.9,1.0,1,1,1
3074000,969.2,517.8,1.0,1,1,1
3078000,969.5,517.6,1.0,1,1,1
3082000,969.6,517.2,1.0,1,1,1
3086000,969.6,516.9,1.0,1,1,1
3090000,969.6,516.7,1.0,1,1,1
3094000,969.6,516.7,1.0,1,1,1
3098000,969.8,516.8,1.0,1,1,1
3102000,970.0,516.8,1.0,1,1,1
3106000,970.0,516.8,1.0,1,1,1
3110000,970.1,516.9,1.0,1,1,1
3114000,970.2,516.9,1.0,1,1,1
3118000,970.5,515.9,1.0,1,1,1
3122000,972.4,514.9,1.0,2,2,2
3126000,985.6,511.5,1.0,2,2,2
3130000,1009.8,500.0,1.0,2,2,2
3134000,1045.7,476.9,1.0,2,2,2
3138000,1072.6,451.3,1.0,2,2,2
3142000,1095.9,428.7,1.0,2,2,2
3146000,1114.4,421.2,1.0,2,2,2
3150000,1128.1,416.9,1.0,2,2,2
3154000,1130.1,415.6,1.0,2,2,2
3158000,1129.8,414.8,1.0,2,2,2
3162000,1129.6,414.9,1.0,1,1,1
3166000,1129.5,414.9,1.0,1,1,1
3170000,1130.0,415.1,1.0,1,1,1
3174000,1130.3,415.1,1.0,1,1,1
3178000,1132.7,414.8,1.0,1,1,1
3182000,1133.6,414.9,1.0,1,1,1
3186000,1134.4,415.1,1.0,1,1,1
3190000,1134.5,415.7,1.0,1,1,1
3194000,1134.5,416.4,1.0,1,1,1
3198000,1134.4,416.4,1.0,1,1,1
3202000,1134.0,416.4,1.0,1,1,1
3206000,1134.0,416.8,1.0,1,1,1
3210000,1134.0,416.7,1.0,1,1,1
3214000,1134.0,416.8,1.0,1,1,1
3218000,1133.9,416.9,1.0,1,1,1
3222000,1133.9,417.2,1.0,1,1,1
3226000,1133.7,418.0,1.0,1,1,1
3230000,1133.6,417.8,1.0,1,1,1
3234000,1133.7,418.1,1.0,1,1,1
3238000,1133.8,418.3,1.0,1,1,1
3242000,1134.3,418.2,1.0,1,1,1
3246000,1134.4,418.1,1.0,1,1,1
3250000,1134.4,418.4,1.0,1,1,1
3254000,1134.4,418.4,1.0,1,1,1
3258000,1134.4,418.4,1.0,1,1,1
3262000,1134.6,418.3,1.0,1,1,1
3266000,1134.6,418.5,1.0,1,1,1
3270000,1134.4,418.7,1.0,1,1,1
3274000,1134.2,418.8,1.0,1,1,1
3278000,1134.2,418.9,1.0,1,1,1
3282000,1134.3,418.9,1.0,1,1,1
3286000,1134.4,419.0,1.0,1,1,1
3290000,1134.3,418.8,1.0,1,1,1
3294000,1134.4,418.9,1.0,1,1,1
3298000,1134.3,419.0,1.0,1,1,1
3302000,1134.3,418.8,1.0,1,1,1
3306000,1133.9,418.6,1.0,1,1,1
3310000,1133.3,418.0,1.0,1,1,1
3314000,1133.2,418.0,1.0,1,1,1
3318000,1133.1,418.2,1.0,1,1,1
3322000,1133.0,418.5,1.0,1,1,1
3326000,1133.0,418.5,1.0,1,1,1
3330000,1132.9,418.5,1.0,1,1,1
3334000,1132.7,419.0,1.0,1,1,1
3338000,1132.7,419.0,1.0,1,1,1
3342000,1132.6,419.4,1.0,1,1,1
3346000,1132.4,419.4,1.0,1,1,1
3350000,1132.3,419.5,1.0,1,1,1
3354000,1132.3,419.5,1.0,1,1,1
3358000,1132.3,419.5,1.0,1,1,1
3362000,1132.4,419.5,1.0,1,1,1
3366000,1132.3,419.5,1.0,1,1,1
3370000,1132.2,419.7,1.0,1,1,1
3373000,1132.3,419.8,1.0,1,1,1
3377000,1132.3,420.0,1.0,1,1,1
3381000,1132.3,420.0,1.0,1,1,1
3385000,1132.2,419.9,1.0,1,1,1
3389000,1132.0,420.0,1.0,1,1,1
3393000,1132.1,420.0,1.0,1,1,1
3397000,1132.0,420.2,1.0,1,1,1
3401000,1132.1,420.0,1.0,1,1,1
3406000,1132.0,419.8,1.0,1,1,1
3410000,1132.0,419.6,1.0,1,1,1
3414000,1131.9,419.4,1.0,1,1,1
3418000,1131.8,419.4,1.0,1,1,1
3422000,1131.7,419.4,1.0,1,1,1
3426000,1131.5,418.5,1.0,1,1,1
3430000,1131.4,418.6,1.0,1,1,1
3434000,1131.6,418.6,1.0,1,1,1
3438000,1131.6,418.7,1.0,1,1,1
3442000,1131.6,419.3,1.0,1,1,1
3446000,1131.5,419.4,1.0,1,1,1
3450000,1130.3,419.6,1.0,1,1,1
3454000,1121.2,423.7,1.0,2,2,2
3458000,1102.2,439.3,1.0,2,2,2
3462000,1065.9,457.7,1.0,2,2,2
3466000,1026.3,484.2,1.0,2,2,2
3470000,988.2,501.6,1.0,2,2,2
3474000,963.9,510.8,1.0,2,2,2
3478000,963.2,513.8,1.0,2,2,2
3482000,962.3,514.7,1.0,2,2,2
3486000,961.5,515.7,1.0,0,0,2
3490000,959.4,516.0,1.0,1,1,1
3494000,957.5,516.2,1.0,1,1,1
3498000,955.7,516.4,1.0,1,1,1
3502000,953.8,516.5,1.0,1,1,1
3506000,952.2,517.3,1.0,1,1,1
3510000,951.5,518.1,1.0,1,1,1
3514000,951.6,519.1,1.0,1,1,1
3518000,951.8,521.1,1.0,1,1,1
3522000,951.7,521.8,1.0,1,1,1
3526000,951.6,522.1,1.0,1,1,1
3530000,951.7,522.2,1.0,1,1,1
3534000,951.7,522.2,1.0,1,1,1
3538000,951.8,522.4,1.0,1,1,1
3542000,951.9,522.2,1.0,1,1,1
3546000,951.9,522.1,1.0,1,1,1
3550000,952.0,522.2,1.0,1,1,1
3554000,952.0,521.9,1.0,1,1,1
3558000,952.0,521.5,1.0,1,1,1
3562000,952.4,521.5,1.0,1,1,1
3566000,952.5,521.6,1.0,1,1,1
3570000,952.6,521.7,1.0,1,1,1
3574000,953.3,521.6,1.0,1,1,1
3578000,953.3,521.9,1.0,1,1,1
3582000,953.4,522.1,1.0,1,1,1
3586000,954.9,522.4,1.0,1,1,1
3590000,955.2,522.5,1.0,1,1,1
3594000,955.3,522.5,1.0,1,1,1
3598000,955.2,521.8,1.0,1,1,1
3602000,955.8,521.8,1.0,1,1,1
3606000,956.2,521.9,1.0,1,1,1
3610000,956.2,521.8,1.0,1,1,1
3614000,956.1,521.9,1.0,1,1,1
3618000,956.5,521.7,1.0,1,1,1
3622000,956.4,521.5,1.0,1,1,1
3626000,956.4,521.4,1.0,1,1,1
3630000,955.9,521.5,1.0,1,1,1
3634000,955.9,521.5,1.0,1,1,1
3637000,956.0,521.6,1.0,1,1,1
3641000,956.1,521.9,1.0,1,1,1
3645000,956.2,523.0,1.0,1,1,1
3649000,956.3,523.8,1.0,1,1,1
3653000,956.4,524.6,1.0,1,1,1
3657000,956.3,524.6,1.0,1,1,1
3661000,956.3,524.5,1.0,1,1,1
3665000,956.4,524.6,1.0,1,1,1
3670000,956.5,524.7,1.0,1,1,1
3674000,957.1,525.1,1.0,1,1,1
3678000,959.0,525.9,1.0,1,1,1
3682000,964.2,525.4,1.0,1,1,1
3686000,967.9,525.0,1.0,1,1,1
3690000,967.4,524.8,1.0,1,1,1
3694000,967.0,524.7,1.0,1,1,1
3698000,967.0,524.7,1.0,1,1,1
3702000,967.1,524.7,1.0,1,1,1
3706000,967.4,524.7,1.0,1,1,1
3710000,967.7,524.8,1.0,1,1,1
3714000,967.7,525.2,1.0,1,1,1
3718000,967.5,525.5,1.0,1,1,1
3722000,967.3,525.6,1.0,1,1,1
3726000,967.0,525.7,1.0,1,1,1
3730000,966.5,525.9,1.0,1,1,1
3734000,966.4,525.8,1.0,1,1,1
3737000,966.4,526.0,1.0,1,1,1
3741000,965.7,525.6,1.0,1,1,1
3745000,965.8,525.4,1.0,1,1,1
3749000,965.7,525.5,1.0,1,1,1
3753000,965.6,525.6,1.0,1,1,1
3757000,965.4,525.7,1.0,1,1,1
3761000,965.2,525.8,1.0,1,1,1
3765000,965.2,525.8,1.0,1,1,1
3770000,965.2,525.9,1.0,1,1,1
3774000,965.4,526.5,1.0,1,1,1
3778000,965.4,526.3,1.0,1,1,1
3782000,965.6,526.6,1.0,1,1,1
3786000,965.7,526.4,1.0,1,1,1
3790000,965.9,526.5,1.0,1,1,1
3794000,965.9,526.6,1.0,1,1,1
3798000,966.0,527.0,1.0,1,1,1
3802000,966.0,526.9,1.0,1,1,1
3806000,966.1,526.9,1.0,1,1,1
3810000,966.0,527.2,1.0,1,1,1
3814000,965.9,527.4,1.0,1,1,1
3818000,965.8,529.8,1.0,2,2,2
3822000,961.5,533.7,1.0,2,2,2
3826000,955.8,544.0,1.0,2,2,2
3830000,942.2,564.4,1.0,2,2,2
3834000,932.4,586.2,1.0,2,2,2
3838000,933.5,598.9,1.0,2,2,2
3842000,933.3,599.0,1.0,2,2,2
3846000,933.3,598.6,1.0,1,1,1
3850000,933.3,597.5,1.0,1,1,1
3854000,933.4,596.9,1.0,1,1,1
3858000,933.1,596.4,1.0,1,1,1
3862000,932.8,596.3,1.0,1,1,1
3866000,931.8,596.6,1.0,1,1,1
3871000,931.8,596.9,1.0,1,1,1
3875000,931.5,597.3,1.0,1,1,1
3879000,931.2,597.4,1.0,1,1,1
3883000,931.2,597.1,1.0,1,1,1
3887000,931.1,596.8,1.0,1,1,1
3891000,931.0,596.7,1.0,1,1,1
3895000,931.4,596.7,1.0,1,1,1
3899000,931.9,596.6,1.0,1,1,1
3903000,932.9,596.2,1.0,1,1,1
3905000,932.6,596.0,1.0,1,1,1
3909000,932.5,595.5,1.0,1,1,1
3913000,932.3,595.3,1.0,1,1,1
3917000,932.8,595.3,1.0,1,1,1
3921000,932.7,595.2,1.0,1,1,1
3925000,932.9,595.3,1.0,1,1,1
3929000,933.1,595.3,1.0,1,1,1
3933000,933.1,595.4,1.0,1,1,1
3938000,933.1,595.4,1.0,1,1,1
3942000,933.0,595.4,1.0,1,1,1
3946000,933.0,596.0,1.0,1,1,1
3950000,933.3,596.0,1.0,1,1,1
3954000,933.2,596.2,1.0,1,1,1
3958000,933.5,596.3,1.0,1,1,1
3962000,933.7,596.4,1.0,1,1,1
3966000,934.2,596.5,1.0,1,1,1
3970000,934.8,596.3,1.0,1,1,1
3974000,934.9,596.2,1.0,1,1,1
3978000,934.9,596.0,1.0,1,1,1
3982000,934.9,595.8,1.0,1,1,1
3986000,934.9,595.6,1.0,1,1,1
3990000,934.7,595.4,1.0,1,1,1
3994000,934.5,595.4,1.0,1,1,1
3998000,934.0,595.3,1.0,1,1,1
4002000,933.7,595.1,1.0,1,1,1
4005000,933.3,595.1,1.0,1,1,1
4009000,933.1,595.1,1.0,1,1,1
4013000,933.0,595.1,1.0,1,1,1
4017000,932.7,594.9,1.0,1,1,1
4021000,932.6,594.8,1.0,1,1,1
4025000,933.2,595.0,1.0,1,1,1
4029000,933.5,595.2,1.0,1,1,1
4033000,933.6,595.3,1.0,1,1,1
4038000,933.6,595.0,1.0,1,1,1
4042000,933.6,595.1,1.0,1,1,1
4046000,933.5,595.2,1.0,1,1,1
4050000,933.6,595.0,1.0,1,1,1
4054000,933.6,595.6,1.0,1,1,1
4058000,933.9,595.6,1.0,1,1,1
4062000,934.0,595.6,1.0,1,1,1
4066000,934.0,595.6,1.0,1,1,1
4071000,933.9,595.5,1.0,1,1,1
4075000,933.7,595.5,1.0,1,1,1
4079000,933.4,595.4,1.0,1,1,1
4083000,933.4,595.5,1.0,1,1,1
4087000,933.4,595.5,1.0,1,1,1
4091000,933.6,595.5,1.0,1,1,1
4095000,933.6,595.4,1.0,1,1,1
4099000,933.6,595.3,1.0,1,1,1
4103000,934.2,595.0,1.0,1,1,1
4106000,934.1,594.6,1.0,1,1,1
4110000,934.0,594.5,1.0,1,1,1
4114000,934.1,594.7,1.0,1,1,1
4118000,933.9,595.0,1.0,1,1,1
4122000,933.7,594.7,1.0,1,1,1
4126000,933.8,594.8,1.0,1,1,1
4130000,933.9,594.1,1.0,1,1,2
4134000,934.4,593.4,1.0,1,1,2
4138000,935.0,591.9,1.0,1,1,2
4142000,944.2,589.7,1.0,1,1,2
4146000,948.3,587.2,1.0,1,1,2
4150000,950.0,583.4,1.0,1,1,2
4154000,950.7,579.8,1.0,1,1,2
4158000,951.0,579.0,1.0,1,1,2
4162000,951.3,579.3,1.0,1,1,2
4166000,951.3,579.2,1.0,1,1,1
4170000,951.4,579.5,1.0,1,1,1
4173000,951.4,579.3,1.0,1,1,1
4177000,951.3,579.2,1.0,1,1,1
4181000,950.8,579.2,1.0,1,1,1
4185000,950.8,579.2,1.0,1,1,1
4189000,950.9,579.2,1.0,1,1,1
4193000,951.0,579.3,1.0,1,1,1
4197000,950.9,579.5,1.0,1,1,1
4201000,950.9,579.5,1.0,1,1,1
4207000,950.9,579.4,1.0,1,1,1
4211000,950.9,579.4,1.0,1,1,1
4215000,951.2,579.3,1.0,1,1,1
4219000,951.0,579.4,1.0,1,1,1
4223000,950.9,579.3,1.0,1,1,1
4227000,950.9,579.3,1.0,1,1,1
4231000,950.8,579.3,1.0,1,1,1
4235000,950.9,579.2,1.0,1,1,1
4238000,950.7,579.3,1.0,1,1,1
4242000,950.5,579.0,1.0,1,1,1
4246000,950.6,578.6,1.0,1,1,1
4250000,950.7,578.6,1.0,1,1,1
4254000,950.6,579.4,1.0,1,1,1
4258000,950.6,578.8,1.0,1,1,1
4262000,950.5,578.2,1.0,1,1,1
4266000,950.1,576.7,1.0,1,1,1
4270000,949.7,575.7,1.0,1,1,1
4273000,949.3,575.4,1.0,1,1,1
4277000,949.0,573.7,1.0,1,1,1
4281000,948.8,573.4,1.0,1,1,1
4285000,948.7,573.3,1.0,1,1,1
4289000,948.7,573.2,1.0,1,1,1
4293000,949.8,572.9,1.0,1,1,1
4297000,950.6,570.6,1.0,2,2,2
4301000,953.1,570.3,1.0,2,2,2
4306000,963.8,564.8,1.0,2,2,2
4310000,988.3,551.0,1.0,2,2,2
4314000,1016.0,525.1,1.0,2,2,2
4318000,1041.7,498.5,1.0,2,2,2
4322000,1055.0,477.8,1.0,2,2,2
4326000,1059.2,466.0,1.0,2,2,2
4330000,1059.6,459.8,1.0,2,2,2
4334000,1059.4,456.8,1.0,2,2,2
4338000,1059.3,453.9,1.0,2,2,2
4342000,1059.7,452.9,1.0,2,2,2
4346000,1060.1,451.9,1.0,1,1,1
4350000,1060.6,452.1,1.0,1,1,1
4354000,1061.0,452.3,1.0,1,1,1
4358000,1061.7,452.8,1.0,1,1,1
4362000,1062.4,453.2,1.0,1,1,1
4366000,1062.9,453.6,1.0,1,1,1
4370000,1063.3,454.4,1.0,1,1,1
4374000,1063.6,454.4,1.0,1,1,1
4378000,1063.6,454.4,1.0,1,1,1
4382000,1063.7,455.4,1.0,1,1,1
4386000,1063.6,455.7,1.0,1,1,1
4390000,1063.6,455.9,1.0,1,1,1
4394000,1063.8,457.1,1.0,1,1,1
4398000,1064.1,458.3,1.0,1,1,1
4402000,1064.3,458.7,1.0,1,1,1
4407000,1064.4,459.0,1.0,1,1,1
4411000,1064.4,459.1,1.0,1,1,1
4415000,1064.4,459.2,1.0,1,1,1
4419000,1064.6,459.3,1.0,1,1,1
4423000,1064.9,459.8,1.0,1,1,1
4427000,1065.1,460.2,1.0,1,1,1
4431000,1065.1,460.3,1.0,1,1,1
4435000,1065.0,460.4,1.0,1,1,1
4437000,1065.0,460.5,1.0,1,1,1
4441000,1065.0,460.6,1.0,1,1,1
4445000,1065.1,460.8,1.0,1,1,1
4449000,1064.7,461.0,1.0,1,1,1
4453000,1064.3,461.0,1.0,1,1,1
4457000,1064.4,461.0,1.0,1,1,1
4461000,1064.5,461.3,1.0,1,1,1
4465000,1064.6,461.5,1.0,1,1,1
4471000,1064.6,461.7,1.0,1,1,1
4475000,1064.6,461.9,1.0,1,1,1
4479000,1064.7,461.9,1.0,1,1,1
4483000,1064.9,461.9,1.0,1,1,1
4487000,1065.3,461.8,1.0,1,1,1
4491000,1065.3,461.8,1.0,1,1,1
4495000,1065.4,462.1,1.0,1,1,1
4499000,1065.4,462.0,1.0,1,1,1
4503000,1065.5,462.0,1.0,1,1,1
4506000,1065.7,461.9,1.0,1,1,1
4510000,1066.5,460.8,1.0,1,1,2
4514000,1070.5,452.7,1.0,2,2,2
4518000,1079.4,432.9,1.0,2,2,2
4522000,1090.2,398.8,1.0,2,2,2
4526000,1096.8,364.0,1.0,2,2,2
4530000,1097.1,331.7,1.0,2,2,2
4534000,1095.3,302.1,1.0,2,2,2
4538000,1095.5,297.8,1.0,2,2,2
4542000,1096.2,297.2,1.0,2,2,2
4546000,1096.3,297.1,1.0,1,1,1
4550000,1096.4,297.0,1.0,1,1,1
4554000,1096.3,295.8,1.0,1,1,1
4558000,1098.0,294.4,1.0,1,1,1
4562000,1097.9,293.5,1.0,1,1,1
4566000,1097.9,293.5,1.0,1,1,1
4571000,1098.0,293.9,1.0,1,1,1
4575000,1098.1,294.3,1.0,1,1,1
4579000,1098.2,294.9,1.0,1,1,1
4583000,1097.8,295.3,1.0,1,1,1
4587000,1097.8,295.4,1.0,1,1,1
4591000,1097.7,295.5,1.0,1,1,1
4595000,1097.4,295.8,1.0,1,1,1
4599000,1097.5,295.8,1.0,1,1,1
4603000,1097.7,296.1,1.0,1,1,1
4607000,1097.8,296.4,1.0,1,1,1
4611000,1098.1,296.7,1.0,1,1,1
4615000,1098.1,296.8,1.0,1,1,1
4619000,1098.5,297.0,1.0,1,1,1
4623000,1098.7,297.5,1.0,1,1,1
4627000,1098.9,297.9,1.0,1,1,1
4631000,1099.0,298.1,1.0,1,1,1
4635000,1099.6,298.1,1.0,1,1,1
4637000,1100.1,298.1,1.0,1,1,1
4641000,1100.1,298.2,1.0,1,1,1
4645000,1100.2,298.0,1.0,1,1,1
4649000,1100.3,298.2,1.0,1,1,1
4653000,1100.5,298.1,1.0,1,1,1
4657000,1100.4,298.5,1.0,1,1,1
4661000,1100.2,298.6,1.0,1,1,1
4665000,1100.2,298.4,1.0,1,1,1
4671000,1100.0,298.2,1.0,1,1,1
4675000,1099.9,298.2,1.0,1,1,1
4679000,1099.8,298.2,1.0,1,1,1
4683000,1099.3,298.1,1.0,1,1,1
4687000,1099.2,298.1,1.0,1,1,1
4691000,1099.1,298.1,1.0,1,1,1
4695000,1099.1,298.1,1.0,1,1,1
4699000,1099.1,298.1,1.0,1,1,1
4703000,1099.0,298.5,1.0,1,1,1
4706000,1098.9,298.9,1.0,1,1,1
4710000,1098.8,299.2,1.0,1,1,1
4714000,1098.7,299.5,1.0,1,2,1
4718000,1098.6,299.6,1.0,1,2,1
4722000,1093.3,300.7,1.0,2,2,2
4726000,1075.7,303.8,1.0,2,2,2
4730000,1034.8,313.1,1.0,2,2,2
4734000,985.0,322.2,1.0,2,2,2
4738000,929.4,327.8,1.0,2,2,2
4742000,872.3,333.1,1.0,2,2,2
4746000,819.8,337.2,1.0,2,2,2
4750000,772.8,340.5,1.0,2,2,2
4754000,737.6,342.6,1.0,2,2,2
4758000,707.3,348.4,1.0,2,2,2
4762000,678.8,365.5,1.0,2,2,2
4766000,678.6,367.5,1.0,2,2,2
4770000,679.3,365.6,1.0,2,2,2
4774000,679.9,363.7,1.0,2,2,2
4778000,679.2,361.2,1.0,2,2,2
4782000,678.8,360.7,1.0,2,2,2
4786000,678.1,361.6,1.0,0,2,1
4790000,678.6,362.5,1.0,1,1,1
4794000,679.5,366.8,1.0,1,1,1
4798000,680.5,368.8,1.0,1,1,1
4802000,681.7,370.9,1.0,1,1,1
4807000,682.0,371.3,1.0,1,1,1
4811000,683.5,371.4,1.0,1,1,1
4815000,684.0,370.8,1.0,1,1,1
4819000,684.6,370.9,1.0,1,1,1
4823000,684.6,371.0,1.0,1,1,1
4827000,684.6,371.3,1.0,1,1,1
4831000,684.7,371.0,1.0,1,1,1
4835000,684.7,370.7,1.0,1,1,1
4838000,684.8,370.9,1.0,1,1,1
4842000,684.8,371.1,1.0,1,1,1
4846000,684.9,371.4,1.0,1,1,1
4850000,684.9,371.4,1.0,1,1,1
4854000,684.7,371.3,1.0,1,1,1
4858000,684.5,371.2,1.0,1,1,1
4862000,683.9,370.8,1.0,1,1,1
4866000,683.7,370.4,1.0,1,1,1
4870000,683.5,370.2,1.0,1,1,1
4875000,683.4,370.5,1.0,1,1,1
4879000,683.3,370.4,1.0,1,1,1
4883000,683.3,370.4,1.0,1,1,1
4887000,683.3,370.4,1.0,1,1,1
4891000,682.8,370.3,1.0,1,1,1
4895000,682.6,370.2,1.0,1,1,1
4899000,682.7,370.0,1.0,1,1,1
4903000,682.8,370.0,1.0,1,1,1
4906000,683.1,369.9,1.0,1,1,1
4910000,684.6,369.4,1.0,1,1,1
4914000,685.6,369.4,1.0,1,1,1
4918000,686.6,369.3,1.0,1,1,1
4922000,686.6,369.2,1.0,1,1,1
4926000,687.0,369.2,1.0,1,1,1
4930000,685.4,369.3,1.0,1,1,1
4934000,683.8,369.5,1.0,1,1,1
4939000,680.2,370.0,1.0,2,2,2
4943000,672.4,374.6,1.0,2,2,2
4947000,645.8,382.2,1.0,2,2,2
4951000,604.5,392.3,1.0,2,2,2
4955000,566.3,397.0,1.0,2,2,2
4959000,555.0,402.2,1.0,2,2,2
4963000,549.4,403.4,1.0,2,2,2
4967000,550.9,403.2,1.0,2,2,2
4971000,552.5,403.1,1.0,1,1,1
4975000,554.7,402.7,1.0,1,1,1
4979000,553.5,402.3,1.0,1,1,1
4983000,552.2,402.0,1.0,1,1,1
4987000,549.5,402.2,1.0,1,1,1
4991000,550.0,402.4,1.0,1,1,1
