%@METADATA width_px 1280.0
%@METADATA height_px 720.0
%@METADATA width_mm 400.0
%@METADATA height_mm 225.0
%@METADATA distance_mm 450.0
% Handlabelling data is arranged in 3 columns: handlabeller1 and handlabeller2 indicate the first two experts, handlabeller_final column contains the final, tie-breaking labels.
% Labels in these columns are to be interpreted as follows:
% - 0 is UNKNOWN
% - 1 is FIX (fixation)
% - 2 is SACCADE
% - 3 is SP (smooth pursuit)
% - 4 is NOISE
% 
% The number after speed, direction denotes the step size that was used for the calculation.
% Acceleration was calculated between two adjacent samples of the already low pass filtered velocity
@RELATION gaze_labels

@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller1 INTEGER
@ATTRIBUTE handlabeller2 INTEGER
@ATTRIBUTE handlabeller_final INTEGER
@ATTRIBUTE speed_1 NUMERIC
@ATTRIBUTE direction_1 NUMERIC
@ATTRIBUTE acceleration_1 NUMERIC
@ATTRIBUTE speed_2 NUMERIC
@ATTRIBUTE direction_2 NUMERIC
@ATTRIBUTE acceleration_2 NUMERIC
@ATTRIBUTE speed_4 NUMERIC
@ATTRIBUTE direction_4 NUMERIC
@ATTRIBUTE acceleration_4 NUMERIC
@ATTRIBUTE speed_8 NUMERIC
@ATTRIBUTE direction_8 NUMERIC
@ATTRIBUTE acceleration_8 NUMERIC
@ATTRIBUTE speed_16 NUMERIC
@ATTRIBUTE direction_16 NUMERIC
@ATTRIBUTE acceleration_16 NUMERIC
@ATTRIBUTE EYE_MOVEMENT_TYPE {UNKNOWN, FIX, SACCADE, SP, NOISE, BLINK, NOISE_CLUSTER, PSO}

@DATA
2637000,688.7,516.4,1.0,1,1,1,1.8007383,-0.79,20222.53,1.0913682,3.14,17169.29,1.1387359,-2.68,0.0,0.87133735,-2.36,3041.32,0.80295974,-2.3,1228.14,FIX
2641000,688.4,516.5,1.0,1,1,1,3.0200758,2.82,30760.05,1.9688175,2.9,6201.98,0.76399595,3.14,3726.78,1.5780337,-2.47,4702.38,0.6753724,-2.36,873.46,FIX
2645000,688.3,516.5,1.0,1,1,1,0.9549949,3.14,13975.42,0.47749746,3.14,9882.12,1.5100379,-2.82,5376.45,1.4049884,-2.23,2550.22,0.5405271,-3.03,2762.14,FIX
2649000,688.3,516.5,1.0,1,1,1,0.0,0.0,6250.0,1.7216648,-2.16,9882.12,2.0257351,-2.36,6250.0,1.3942926,-2.36,1140.49,0.62303865,2.85,1610.59,FIX
2653000,688.1,516.2,1.0,1,1,1,3.4433296,-2.16,22534.7,3.729446,-2.27,13258.25,1.8183103,-1.98,4941.06,1.2468413,-2.76,3601.26,0.38199797,2.47,1991.8,FIX
2657000,687.8,515.9,1.0,1,1,1,4.051852,-2.36,6250.0,1.9688175,-1.82,13975.42,2.25226,-2.13,3493.86,0.8816513,-2.74,2395.66,0.4660375,2.27,781.25,FIX
2661000,688.0,515.8,1.0,1,1,1,2.1353686,-0.46,33657.28,0.9549949,-1.57,6987.71,1.0050366,-2.68,9751.75,0.77660185,2.68,4608.15,0.45457757,1.98,873.46,FIX
2665000,687.8,515.7,1.0,1,1,1,2.1353686,-2.68,25000.0,1.5302839,2.55,14450.45,0.7105162,1.89,8574.93,1.0673023,2.43,2395.66,0.6085228,1.37,2277.72,FIX
2670000,687.7,516.0,1.0,1,1,1,2.4161372,1.89,18027.76,2.1644003,1.77,8012.34,2.3458495,1.86,8564.84,1.0417085,1.57,4615.62,0.6879783,1.22,659.06,FIX
2674000,687.7,516.2,1.0,1,1,1,1.9099898,1.57,5590.17,3.8199797,1.57,11453.07,3.1778412,1.71,6063.39,1.7209008,1.23,5356.87,0.70784223,0.84,1720.05,FIX
2678000,687.7,516.8,1.0,1,1,1,5.7299695,1.57,25000.0,4.323835,1.68,4419.42,2.794315,1.22,9800.14,1.9092258,1.33,1693.99,0.7907358,0.73,769.23,FIX
2682000,687.6,517.1,1.0,1,1,1,3.0200758,1.89,19764.24,2.3874872,0.64,24407.03,2.991426,1.07,3125.0,2.3836672,1.06,4791.33,0.91985106,0.46,1720.05,FIX
2686000,688.1,517.1,1.0,1,1,1,4.7749743,0.0,41926.27,3.4761815,0.28,9882.12,2.2010722,0.71,7967.22,2.449371,0.82,3870.21,1.2888612,0.42,2432.52,FIX
2690000,688.3,517.3,1.0,1,1,1,2.7011075,0.79,22534.7,2.0257351,0.79,12884.71,3.0200758,0.32,8414.32,2.2931337,0.67,2470.53,6.9649687,0.09,37700.16,FIX
2694000,688.4,517.4,1.0,1,1,1,1.3507448,0.79,8838.83,2.5712283,0.38,6987.71,2.5712283,0.38,3125.0,2.039869,0.36,4752.16,22.039755,-0.01,99014.37,FIX
2698000,688.8,517.5,1.0,1,1,1,3.937635,0.24,18750.0,3.3764799,0.14,6987.71,2.1621084,0.11,4941.06,2.5097265,0.05,5524.27,42.687508,-0.03,135197.64,FIX
2702000,689.1,517.5,1.0,1,1,1,2.8649848,0.0,8838.83,1.9688175,-0.24,11267.35,2.1487386,0.0,1562.5,2.3874872,0.0,1104.85,69.72685,-0.05,177026.12,FIX
2706000,689.2,517.4,1.0,1,1,1,1.3507448,-0.79,13975.42,1.0676843,-0.46,6250.0,2.2648659,-0.32,4687.5,13.494078,-0.03,72694.04,94.07999,-0.04,159413.77,FIX
2710000,689.3,517.4,1.0,1,1,1,0.9549949,0.0,6250.0,2.5712283,-0.38,9882.12,2.5712283,-0.38,2209.71,44.352257,-0.05,201999.6,118.098114,-0.04,157188.6,FIX
2714000,689.7,517.2,1.0,1,1,1,4.270737,-0.46,22534.7,4.079738,-0.36,9882.12,24.848202,-0.04,146875.0,85.612236,-0.06,270030.12,140.5806,-0.03,147267.7,FIX
2718000,690.1,517.1,1.0,1,1,1,3.937635,-0.24,6250.0,47.2818,-0.02,284392.16,86.55882,-0.06,403899.44,137.87796,-0.06,342057.28,159.06967,-0.03,121099.42,FIX
2722000,699.6,517.0,1.0,2,2,2,90.72948,-0.01,568750.0,169.22893,-0.05,798252.5,169.03906,-0.05,539795.7,186.43333,-0.05,318003.3,172.28949,-0.02,87035.77,SACCADE
2726000,725.5,515.4,1.0,2,2,2,247.81506,-0.06,1029278.44,290.8269,-0.06,795967.6,273.31726,-0.06,682460.25,234.31831,-0.04,313421.5,171.86548,-0.02,3601.38,SACCADE
2730000,760.4,513.4,1.0,2,2,2,333.83984,-0.06,563055.25,377.41324,-0.06,566668.56,348.01962,-0.05,489152.34,278.65985,-0.03,290676.44,171.26343,-0.02,4367.32,SACCADE
2734000,804.4,510.7,1.0,2,2,2,420.98813,-0.06,570430.2,405.2433,-0.04,188797.6,382.0843,-0.04,223524.9,315.75266,-0.03,242988.84,171.08275,-0.02,1408.42,SACCADE
2738000,845.2,510.0,1.0,2,2,2,389.69522,-0.02,235849.53,386.87952,-0.02,127666.86,388.32883,-0.03,57494.9,331.08566,-0.02,102236.35,171.3196,-0.01,1746.93,SACCADE
2742000,885.4,508.8,1.0,2,2,2,384.0791,-0.03,48814.06,371.5079,-0.01,106800.05,358.3714,-0.01,200858.75,299.4123,-0.01,207809.56,171.55835,-0.01,1562.5,SACCADE
2746000,923.0,509.3,1.0,2,2,2,359.1098,0.01,194152.81,329.9729,0.01,275886.38,314.45844,0.01,290809.75,257.01358,-0.0,278086.6,172.32883,-0.01,5767.51,SACCADE
2750000,954.5,509.6,1.0,2,2,2,300.83713,0.01,381454.88,257.6263,0.04,477624.34,217.19258,0.04,638190.9,204.51025,0.01,344495.8,173.16121,-0.01,5807.06,SACCADE
2754000,976.9,511.7,1.0,2,2,2,214.85704,0.09,579769.6,104.94974,0.13,1003202.9,126.13039,0.07,596877.06,156.43008,0.03,314905.78,167.48624,-0.01,37314.4,SACCADE
2758000,976.3,512.4,1.0,2,2,2,8.804671,2.28,1440160.6,8.447885,2.32,720276.94,51.33938,0.17,492189.97,109.12116,0.05,310297.9,152.02373,0.0,101605.31,SACCADE
2762000,975.7,513.0,1.0,1,1,1,8.103323,2.36,6250.0,4.7749743,2.21,24407.03,4.169508,1.98,343611.47,66.351135,0.08,280468.75,131.2652,0.01,136316.38,FIX
2766000,975.7,513.2,1.0,1,1,1,1.9099898,1.57,45069.39,2.784383,0.54,37759.52,2.3515794,1.15,20372.51,31.166832,0.18,232032.56,105.16824,0.03,171442.98,FIX
2770000,976.2,513.3,1.0,1,1,1,4.86971,0.2,31868.87,4.7986584,0.1,16828.64,6.723164,0.29,35971.45,5.6562443,0.8,175250.94,80.974785,0.05,158624.55,FIX
2774000,976.7,513.3,1.0,1,1,1,4.7749743,0.0,6250.0,10.772725,0.22,39528.47,11.005743,0.22,28298.08,6.2555985,0.73,4752.16,57.118244,0.09,157225.47,FIX
2778000,978.4,513.8,1.0,1,1,1,16.92251,0.29,81250.0,17.255995,0.25,42504.6,10.472474,0.42,14740.6,6.900029,0.65,5468.75,34.865337,0.16,146883.31,FIX
2782000,980.2,514.2,1.0,1,1,1,17.609343,0.22,8838.83,10.602353,0.63,54575.78,10.409445,0.64,14740.6,7.021887,0.62,1746.93,16.49811,0.34,123437.5,FIX
2786000,980.2,515.1,1.0,1,1,1,8.5949545,1.57,116759.64,8.117456,1.57,57622.15,7.882146,0.96,25048.78,6.732714,0.65,2343.75,4.698193,1.1,88272.61,FIX
2790000,980.2,515.9,1.0,1,1,1,7.6399593,1.57,6250.0,6.702154,1.5,9882.12,5.774663,1.45,25435.66,6.923713,0.81,7370.3,4.6019297,0.98,3601.38,FIX
2794000,980.3,516.5,1.0,1,1,1,5.8090434,1.41,13975.42,3.6366205,1.17,22750.34,4.0021925,1.27,12884.71,6.139471,1.11,13643.94,4.486566,0.86,3601.38,FIX
2798000,980.5,516.6,1.0,1,1,1,2.1353686,0.46,31868.87,2.1353686,0.46,15934.44,4.0021925,1.27,0.0,5.393047,1.48,14864.29,4.520946,0.83,873.46,FIX
2802000,980.7,516.7,1.0,1,1,1,2.1353686,0.46,0.0,4.4021444,1.35,22750.34,4.6355453,1.36,4941.06,4.312375,1.49,7074.52,4.44149,0.85,781.25,FIX
2806000,980.7,517.5,1.0,1,1,1,7.6399593,1.57,45500.69,8.117456,1.57,25769.41,5.019453,1.52,5633.67,3.4945176,1.43,5524.27,4.4094024,0.88,873.46,FIX
2810000,980.7,518.4,1.0,1,1,1,8.5949545,1.57,6250.0,5.7498336,1.65,15934.44,4.7986584,1.67,4941.06,2.6506839,1.44,5524.27,3.7263901,1.01,5687.59,FIX
2814000,980.6,518.7,1.0,1,1,1,3.0200758,1.89,38017.27,1.7216648,2.16,28298.08,3.1129012,1.65,11048.54,2.6506839,1.44,0.0,3.2473648,1.27,6652.1,FIX
2818000,980.5,518.7,1.0,1,1,1,0.9549949,3.14,18750.0,0.47749746,1.57,8838.83,0.754828,1.89,15625.0,2.6694016,1.39,781.25,3.0441418,1.08,4152.4,FIX
2822000,980.6,518.8,1.0,1,1,1,1.3507448,0.79,13975.42,0.47749746,0.0,4419.42,0.5340331,0.46,5633.67,1.9760754,1.13,5949.82,3.7642078,1.09,4719.94,FIX
2826000,980.6,518.7,1.0,1,1,1,0.9549949,-1.57,13975.42,0.9549949,0.0,3125.0,1.5100379,0.32,6442.35,1.4573222,0.61,6675.0,3.7111104,1.09,390.63,FIX
2830000,980.8,518.8,1.0,1,1,1,2.1353686,0.46,17677.67,2.5712283,0.38,11267.35,1.9688175,0.24,3125.0,1.6582532,0.53,1562.5,3.9238832,1.11,1562.5,FIX
2834000,981.1,518.9,1.0,1,1,1,3.0200758,0.32,6250.0,3.0200758,0.32,3125.0,2.794315,0.35,5633.67,2.7274654,0.4,7202.77,3.6255429,1.22,3221.18,FIX
2838000,981.4,519.0,1.0,1,1,1,3.0200758,0.32,0.0,3.0200758,0.32,0.0,2.784383,0.54,3493.86,4.3925943,0.82,14405.54,3.208783,1.25,2816.84,FIX
2842000,981.7,519.1,1.0,1,1,1,3.0200758,0.32,0.0,2.7011075,0.79,8838.83,3.9521508,0.44,7967.22,5.015251,0.9,4752.16,2.8153248,1.2,2734.38,FIX
2846000,981.8,519.4,1.0,1,1,1,3.0200758,1.25,17677.67,4.9163136,0.51,15934.44,7.217851,0.97,28298.08,5.3983955,0.96,3125.0,2.6694016,1.11,1953.13,FIX
2850000,982.6,519.6,1.0,1,1,1,7.87527,0.24,44194.17,11.793424,1.02,51538.82,7.79505,1.09,6987.71,4.644713,1.12,7202.77,2.6965234,1.09,390.63,FIX
2854000,983.1,521.5,1.0,1,1,1,18.762594,1.31,107891.73,11.812524,1.33,23799.29,8.328702,1.09,3493.86,4.4602084,1.3,5524.27,2.7228813,1.12,552.43,FIX
2858000,983.2,522.0,1.0,1,1,1,4.86971,1.37,91001.37,4.9850736,1.28,44743.19,6.702154,1.5,22371.6,4.495352,1.38,2470.53,2.7228813,1.12,0.0,FIX
2862000,983.4,522.5,1.0,1,1,1,5.142839,1.19,6250.0,2.7011075,2.36,28811.08,3.1129012,2.14,30055.29,4.0533805,1.33,3221.18,2.8306048,1.14,781.25,FIX
2866000,982.8,522.4,1.0,1,1,1,5.8090434,-2.98,62500.0,4.7986584,3.04,20963.14,2.7011075,2.36,4941.06,3.7007961,1.57,6442.35,2.5498364,1.21,2277.72,FIX
2870000,982.4,522.6,1.0,1,1,1,4.270737,2.68,22534.7,2.7011075,2.36,20963.14,1.9688175,2.9,9375.0,1.7747625,1.91,13843.79,2.3038297,1.28,1953.12,FIX
2874000,982.4,522.8,1.0,1,1,1,1.9099898,1.57,25000.0,1.0676843,0.46,20963.14,0.8606414,2.16,9504.32,1.1937436,2.21,4752.16,2.2954257,1.36,1145.48,FIX
2878000,982.6,522.7,1.0,1,1,1,2.1353686,-0.46,22534.7,1.0676843,-0.46,6250.0,0.8606414,0.98,6250.0,1.0130587,2.36,1562.5,2.2236102,1.38,561.2,FIX
2882000,982.6,522.7,1.0,1,1,1,0.0,0.0,13975.42,0.9549949,1.57,11267.35,0.47749746,0.0,4687.5,0.64290255,1.95,3221.18,2.0650811,1.63,3658.55,FIX
2886000,982.6,522.9,1.0,1,1,1,1.9099898,1.57,12500.0,0.47749746,1.57,3125.0,1.0676843,1.11,6250.0,0.1688431,0.79,3906.25,0.92367107,1.98,8093.68,FIX
2890000,982.6,522.8,1.0,1,1,1,0.9549949,-1.57,18750.0,1.3507448,0.79,6987.71,0.47749746,1.57,4419.42,0.12338534,0.0,781.66,0.8743933,2.16,1122.39,FIX
2894000,982.8,523.1,1.0,1,1,1,3.4433296,0.98,27950.85,0.47749746,1.57,6987.71,0.5340331,-2.03,6442.35,0.38963792,1.89,2907.7,0.81556565,2.41,1430.77,FIX
2898000,982.6,522.9,1.0,1,1,1,2.7011075,-2.36,40019.53,2.3874872,-2.21,18221.72,0.25479263,3.14,3126.74,0.44426364,2.16,806.45,0.6914163,2.23,1190.48,FIX
2902000,982.5,522.7,1.0,1,1,1,2.1353686,-2.03,6250.0,0.7716359,-2.36,10648.98,0.8052517,-2.82,3726.78,0.12338534,3.14,2550.22,0.30330637,2.21,2540.92,FIX
2905000,982.5,522.8,1.0,1,1,1,1.2731993,1.57,29000.85,1.6372433,1.57,19633.84,0.569559,2.68,4969.04,0.5512231,2.03,4433.45,0.3376862,-2.36,4228.93,FIX
2909000,982.5,523.0,1.0,1,1,1,1.9099898,1.57,4166.67,1.0676843,2.03,5449.36,0.50920326,1.57,3726.78,0.61616266,2.5,1803.28,0.9569049,3.08,5078.12,FIX
2913000,982.4,523.0,1.0,1,1,1,0.9549949,3.14,13975.42,0.47749746,-1.57,9882.12,0.98440874,1.82,3308.83,0.78920776,2.47,1140.49,1.2590653,3.05,1991.8,FIX
2917000,982.5,522.9,1.0,1,1,1,1.3507448,-0.79,13975.42,0.9549949,1.57,9375.0,0.98440874,1.82,0.0,0.61616266,2.5,1140.49,1.6116494,3.14,2470.53,FIX
2921000,982.4,523.2,1.0,1,1,1,3.0200758,1.89,27950.85,2.434855,1.77,9882.12,1.0130587,2.36,3493.86,0.74107605,-2.47,5478.57,4.546158,3.08,19240.02,FIX
2925000,982.4,523.4,1.0,1,1,1,1.9099898,1.57,8838.83,1.5100379,2.82,13975.42,0.98440874,2.9,3493.86,1.7518426,-3.01,7725.79,8.953268,3.14,28972.16,FIX
2929000,982.1,523.3,1.0,1,1,1,3.0200758,-2.82,26516.5,2.3874872,-2.21,15625.0,2.0096912,-2.03,13332.28,2.2026002,-3.09,3123.56,9.7165,-2.96,12352.65,FIX
2933000,982.1,523.0,1.0,1,1,1,2.8649848,-1.57,22534.7,3.8436637,-1.68,14134.12,3.4227016,-2.74,14997.12,3.009762,3.14,5356.87,9.963653,-2.92,2620.39,FIX
2938000,982.0,522.4,1.0,1,1,1,4.6473875,-1.74,9848.86,4.7455606,-2.96,27125.68,3.7057624,-2.9,3327.56,8.566686,3.13,29097.22,9.621383,-2.9,2149.51,FIX
2942000,981.0,522.8,1.0,1,1,1,10.285678,2.76,79569.15,7.5498075,2.82,26738.37,4.948784,-3.1,9865.01,16.904173,-3.12,54629.56,9.453303,-2.87,2175.71,FIX
2946000,980.5,522.9,1.0,1,1,1,4.86971,2.94,36443.45,5.274246,3.05,17677.67,16.84993,3.01,78572.73,18.368753,-2.93,24454.56,9.243205,-2.86,1585.81,FIX
2950000,979.9,522.9,1.0,1,1,1,5.7299695,3.14,8838.83,26.331884,3.07,137819.23,31.522854,3.12,97327.57,18.950918,-2.9,4850.85,9.29974,-2.86,384.62,FIX
2954000,975.0,523.3,1.0,1,1,1,46.950222,3.06,269910.28,57.785213,3.13,206344.69,33.95007,-2.93,52709.77,18.852364,-2.92,2206.28,9.479662,-2.8,3846.15,FIX
2958000,967.8,523.1,1.0,1,1,1,68.78599,-3.11,148560.8,43.27082,-2.76,161323.88,33.943577,-2.87,12884.71,17.414524,-2.86,11899.65,9.5404,-2.78,1153.85,FIX
2962000,966.6,519.9,1.0,1,1,1,32.637905,-1.93,419262.75,20.571356,-1.95,213325.6,22.63949,-2.66,83341.47,16.5726,-2.83,6442.35,9.32075,-2.77,1538.46,FIX
2966000,966.2,519.1,1.0,1,1,1,8.541857,-2.03,158113.88,4.7749743,-1.57,106250.0,10.677225,-1.75,118750.0,15.93199,-2.81,4752.16,9.369265,-2.8,1386.75,FIX
2970000,966.6,518.9,1.0,1,1,1,4.270737,-0.46,62500.0,4.270737,-0.46,31250.0,3.525077,-1.08,53809.92,11.393089,-2.53,38472.1,9.457124,-2.83,2397.23,FIX
2974000,967.0,518.7,1.0,1,1,1,4.270737,-0.46,0.0,3.6366205,-0.4,4419.42,2.991426,-0.5,12597.28,6.4859433,-1.68,56255.43,9.133572,-2.78,3794.65,FIX
2978000,967.3,518.6,1.0,1,1,1,3.0200758,-0.32,8838.83,1.7216648,-0.59,12884.71,2.991426,-1.07,11048.54,2.8699505,-1.28,26262.09,8.872666,-2.76,2023.42,FIX
2982000,967.3,518.5,1.0,1,1,1,0.9549949,-1.57,18750.0,3.8497753,-1.7,22534.7,2.434855,-1.37,6442.35,2.0883827,-1.03,6442.35,8.64767,-2.75,1587.3,FIX
2986000,967.2,517.8,1.0,1,1,1,6.7529597,-1.71,38017.27,3.8497753,-1.7,0.0,2.3874872,-1.57,3125.0,1.5925494,-1.34,4941.06,6.1551332,-2.55,19084.79,FIX
2990000,967.2,517.7,1.0,1,1,1,0.9549949,-1.57,38017.27,1.0676843,-1.11,19764.24,2.2010722,-1.79,3493.86,1.4836801,-1.65,3186.38,3.4494417,-1.75,29367.76,FIX
2994000,967.3,517.6,1.0,1,1,1,1.3507448,-0.79,6250.0,0.6753724,-2.36,6987.71,0.8606414,-2.55,11048.54,1.4424243,-1.92,2550.22,1.4863541,-1.37,14024.28,FIX
2998000,967.1,517.6,1.0,1,1,1,1.9099898,3.14,19764.24,1.9099898,3.14,9882.12,0.91832316,-2.55,375.58,1.4370763,-2.11,1803.28,1.1662399,-1.08,3199.31,FIX
3002000,966.9,517.6,1.0,1,1,1,1.9099898,3.14,0.0,1.2201015,-2.68,6438.48,1.0501124,-2.9,2357.02,0.77927583,-2.82,6451.61,0.89540327,-1.08,1774.66,FIX
3005000,966.9,517.5,1.0,1,1,1,1.2731993,-1.57,20030.84,0.5458751,-1.57,9523.81,1.0501124,-2.9,0.0,0.5512231,-2.68,2150.54,0.58789486,-1.15,2724.93,FIX
3009000,966.9,517.5,1.0,1,1,1,0.0,0.0,8333.33,0.9549949,3.14,7198.44,0.76399595,3.14,2357.02,0.27542052,-2.68,1803.28,0.32126027,-1.19,1746.93,FIX
3013000,966.7,517.5,1.0,1,1,1,1.9099898,3.14,12500.0,1.5100379,2.82,4419.42,0.23874873,3.14,3437.5,0.24638867,-1.57,1803.28,0.5340331,-0.46,2376.08,FIX
3017000,966.6,517.6,1.0,1,1,1,1.3507448,2.36,8838.83,0.47749746,0.0,12884.71,0.47749746,0.0,4687.5,0.49277735,0.0,3606.56,0.64290255,0.38,3221.18,FIX
3021000,966.8,517.5,1.0,1,1,1,2.1353686,-0.46,22534.7,2.434855,-0.2,12884.71,0.98440874,-0.24,3493.86,0.6749904,0.54,2341.2,0.566121,0.32,552.43,FIX
3025000,967.1,517.5,1.0,1,1,1,2.8649848,0.0,8838.83,1.5100379,-0.32,6250.0,1.671241,0.0,4941.06,0.9821167,0.79,2395.66,0.754828,0.32,1235.26,FIX
3029000,967.1,517.4,1.0,1,1,1,0.9549949,-1.57,19764.24,1.0676843,0.46,6987.71,1.5073639,0.46,4892.09,1.7633026,0.4,6060.61,1.0424725,0.23,1953.12,FIX
3033000,967.3,517.6,1.0,1,1,1,2.7011075,0.79,22534.7,2.1223807,0.93,8253.38,1.6204352,0.98,5302.28,1.9779854,0.36,1515.15,1.2071136,0.15,1235.26,FIX
3038000,967.4,517.8,1.0,1,1,1,1.708295,1.11,6324.56,2.2858758,1.19,3142.7,2.7427454,0.61,7156.19,1.6124134,0.37,1916.53,1.2563913,0.19,361.6,FIX
3042000,967.5,518.1,1.0,1,1,1,3.0200758,1.25,8838.83,3.6366205,0.4,16932.2,2.430653,0.59,2079.73,1.7209008,0.34,757.58,1.3629687,0.13,860.03,FIX
3046000,968.1,518.1,1.0,1,1,1,5.7299695,0.0,36443.45,3.3764799,0.14,6250.0,1.7380908,0.28,6144.35,2.086855,0.34,2395.66,1.6464112,0.04,2071.22,FIX
3050000,968.2,518.2,1.0,1,1,1,1.3507448,0.79,31868.87,0.47749746,-1.57,22750.34,2.3993292,-0.1,6629.13,1.884396,0.19,2395.66,1.7785826,-0.13,2071.22,FIX
3054000,968.1,518.0,1.0,1,1,1,2.1353686,-2.03,22534.7,1.7216648,-0.59,9882.12,1.688049,-0.14,4687.5,1.9138098,0.06,1538.83,1.682701,-0.21,1087.86,FIX
3058000,968.5,518.0,1.0,1,1,1,3.8199797,0.0,33657.28,3.342482,0.0,13975.42,1.8183103,-0.4,3125.0,2.060879,-0.17,3221.18,1.5425078,-0.31,1386.75,FIX
3062000,968.8,518.0,1.0,1,1,1,2.8649848,0.0,6250.0,1.9688175,-0.24,9882.12,2.1621084,-0.11,4419.42,1.7747625,-0.34,2816.84,1.5256999,-0.27,384.62,FIX
3066000,968.9,517.9,1.0,1,1,1,1.3507448,-0.79,13975.42,1.0676843,-0.46,6250.0,1.7380908,-0.28,3493.86,2.053621,-0.62,3906.25,1.5425078,-0.31,384.62,FIX
3070000,969.0,517.9,1.0,1,1,1,0.9549949,0.0,6250.0,1.5100379,-0.32,3125.0,1.9248877,-0.52,3125.0,2.220554,-0.63,1104.85,1.662837,-0.37,990.11,FIX
3074000,969.2,517.8,1.0,1,1,1,2.1353686,-0.46,8838.83,2.784383,-0.54,8838.83,2.3634214,-0.79,4687.5,2.032993,-0.87,3493.86,1.681937,-0.48,1235.26,FIX
3078000,969.5,517.6,1.0,1,1,1,3.4433296,-0.59,8838.83,3.4433296,-0.98,9882.12,2.784383,-1.03,4941.06,1.8221303,-1.02,2343.75,1.3920006,-0.54,1991.8,FIX
3082000,969.6,517.2,1.0,1,1,1,3.937635,-1.33,17677.67,3.3764799,-1.43,9882.12,2.794315,-1.22,3493.86,1.696453,-0.89,1746.93,1.4237064,-0.58,390.63,FIX
3086000,969.6,516.9,1.0,1,1,1,2.8649848,-1.57,8838.83,2.3874872,-1.57,6987.71,2.1621084,-1.46,5633.67,1.7747625,-0.83,781.25,1.9034959,-0.72,3493.86,FIX
3090000,969.6,516.7,1.0,1,1,1,1.9099898,-1.57,6250.0,0.9549949,-1.57,9375.0,1.0676843,-1.11,7967.22,1.5287559,-0.9,1746.93,2.9734719,-0.67,7042.09,FIX
3094000,969.6,516.7,1.0,1,1,1,0.0,0.0,12500.0,1.0676843,0.46,11267.35,0.98440874,-0.24,5633.67,1.1005361,-0.86,2816.84,10.751715,-0.37,52111.48,FIX
3098000,969.8,516.8,1.0,1,1,1,2.1353686,0.46,13975.42,1.9688175,0.24,6250.0,0.98440874,0.24,3125.0,0.8006677,-0.46,3125.0,26.647797,-0.41,104141.68,FIX
3102000,970.0,516.8,1.0,1,1,1,1.9099898,0.0,6250.0,0.9549949,0.0,6987.71,1.2858051,0.38,2209.71,1.6059195,-0.84,5949.82,51.91047,-0.49,166428.7,FIX
3106000,970.0,516.8,1.0,1,1,1,0.0,0.0,12500.0,0.6753724,0.79,4419.42,0.98440874,0.24,2209.71,3.9735427,-0.57,16105.88,73.37837,-0.57,144221.6,FIX
3110000,970.1,516.9,1.0,1,1,1,1.3507448,0.79,8838.83,1.0676843,0.46,3125.0,2.4581568,-1.06,15702.93,20.08316,-0.31,106491.0,92.2357,-0.61,125411.92,FIX
3114000,970.2,516.9,1.0,1,1,1,0.9549949,0.0,6250.0,5.142839,-1.19,34938.56,7.3083854,-0.67,33548.3,51.79014,-0.4,208252.6,103.69602,-0.59,77040.32,FIX
3118000,970.5,515.9,1.0,1,1,1,9.97053,-1.28,63737.74,14.196954,-0.74,64347.69,39.18764,-0.34,211867.16,102.15046,-0.49,332201.25,111.85932,-0.56,55750.0,FIX
3122000,972.4,514.9,1.0,2,2,2,20.504505,-0.48,100000.0,75.1008,-0.28,410042.38,102.79412,-0.4,417237.25,145.30858,-0.57,290113.16,113.21923,-0.56,8916.18,SACCADE
3126000,985.6,511.5,1.0,2,2,2,130.17383,-0.25,722003.5,192.23474,-0.38,770260.2,202.24768,-0.48,654717.3,183.40524,-0.61,253579.12,113.32352,-0.57,3337.5,SACCADE
3130000,1009.8,500.0,1.0,2,2,2,255.87637,-0.44,853782.94,331.13568,-0.52,939258.75,283.34775,-0.57,548025.56,206.59747,-0.59,155233.02,113.12221,-0.57,1562.5,SACCADE
3134000,1045.7,476.9,1.0,2,2,2,407.68542,-0.57,1029733.75,379.46875,-0.66,448630.72,329.28226,-0.64,338976.1,222.17345,-0.56,107815.33,112.97093,-0.57,1171.87,SACCADE
3138000,1072.6,451.3,1.0,2,2,2,354.6324,-0.76,583798.2,332.30804,-0.77,394059.9,312.6661,-0.65,108804.31,222.4653,-0.56,2470.53,113.15849,-0.57,2103.58,SACCADE
3142000,1095.9,428.7,1.0,2,2,2,309.99097,-0.77,292884.38,245.95741,-0.62,623568.7,243.35715,-0.63,454545.2,207.25987,-0.59,107406.96,113.29143,-0.57,873.46,SACCADE
3146000,1114.4,421.2,1.0,2,2,2,190.64067,-0.39,990284.8,163.75298,-0.35,645787.1,161.5878,-0.56,543628.75,175.41959,-0.62,211070.56,114.54743,-0.56,9060.48,SACCADE
3150000,1128.1,416.9,1.0,2,2,2,137.12733,-0.3,360555.12,79.5931,-0.34,550825.0,87.47524,-0.39,501997.97,124.438515,-0.64,334171.4,114.50389,-0.55,4894.52,SACCADE
