@RELATION gaze_labels

%@METADATA width_px 1280
%@METADATA height_px 720
%@METADATA width_mm 400.00
%@METADATA height_mm 225.00
%@METADATA distance_mm 450.00


@ATTRIBUTE time INTEGER
@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE confidence NUMERIC
@ATTRIBUTE handlabeller1 INTEGER
@ATTRIBUTE handlabeller2 INTEGER
@ATTRIBUTE handlabeller_final INTEGER
@ATTRIBUTE speed_1 NUMERIC
@ATTRIBUTE direction_1 NUMERIC
@ATTRIBUTE acceleration_1 NUMERIC
@ATTRIBUTE speed_2 NUMERIC
@ATTRIBUTE direction_2 NUMERIC
@ATTRIBUTE acceleration_2 NUMERIC
@ATTRIBUTE speed_4 NUMERIC
@ATTRIBUTE direction_4 NUMERIC
@ATTRIBUTE acceleration_4 NUMERIC
@ATTRIBUTE speed_8 NUMERIC
@ATTRIBUTE direction_8 NUMERIC
@ATTRIBUTE acceleration_8 NUMERIC
@ATTRIBUTE speed_16 NUMERIC
@ATTRIBUTE direction_16 NUMERIC
@ATTRIBUTE acceleration_16 NUMERIC

% Handlabelling data is arranged in 3 columns: handlabeller1 and handlabeller2 indicate the first two experts, handlabeller_final column contains the final, tie-breaking labels.
% Labels in these columns are to be interpreted as follows:
%   - 0 is UNKNOWN
%   - 1 is FIX (fixation)
%   - 2 is SACCADE
%   - 3 is SP (smooth pursuit)
%   - 4 is NOISE
% 
%The number after speed, direction denotes the step size that was used for the calculation.
%Acceleration was calculated between two adjacent samples of the already low pass filtered velocity

@DATA
1666000,495.40,597.90,1.00,3,3,3,103.08,0.24,187604.14,125.62,3.04,150130.15,67.31,0.38,32960.97,613.53,-2.29,117893.71,1846.46,-1.72,93653.92
1670000,494.00,597.90,1.00,3,3,2,350.00,3.14,112673.48,350.22,3.11,56250.00,574.52,-2.36,159237.07,1256.40,-2.04,169775.89,2089.84,-1.70,61333.10
1674000,492.60,598.00,1.00,3,3,2,350.89,3.07,6250.00,1073.91,-2.27,225736.64,1469.23,-2.45,224701.41,2101.47,-1.92,217058.19,2308.79,-1.70,54826.83
1678000,488.50,591.30,1.00,2,2,2,1963.73,-2.12,457276.24,2687.06,-2.36,405395.74,2616.54,-2.10,333226.71,3029.25,-1.85,236056.47,2480.15,-1.70,42904.78
1682000,477.30,582.90,1.00,2,2,2,3500.00,-2.50,456292.81,4177.21,-2.06,450173.58,4247.88,-1.93,433015.52,3762.73,-1.79,189062.50,2543.69,-1.69,16701.22
1686000,472.80,561.80,1.00,2,2,2,5393.63,-1.78,897435.58,6165.07,-1.74,638984.18,5564.35,-1.80,366045.43,4232.94,-1.75,126130.14,2547.97,-1.69,1408.42
1690000,468.90,534.30,1.00,2,2,2,6943.79,-1.71,401753.97,7180.81,-1.64,303269.94,6426.72,-1.65,305007.84,4659.87,-1.73,108619.04,2545.24,-1.69,1104.85
1694000,468.70,504.50,1.00,2,2,2,7450.17,-1.58,272287.76,6737.55,-1.57,171305.88,6082.95,-1.59,122882.45,4766.16,-1.70,39412.49,2559.73,-1.71,13037.75
1698000,469.10,480.40,1.00,2,2,2,6025.83,-1.55,358218.25,5005.06,-1.53,437243.23,5225.09,-1.56,218487.57,4592.42,-1.62,108703.29,2566.36,-1.71,1746.93
1702000,470.50,464.50,1.00,2,2,2,3990.38,-1.48,516296.91,3712.69,-1.56,325270.32,4025.02,-1.57,300199.32,3937.74,-1.58,167886.97,2563.68,-1.70,7822.26
1706000,469.40,450.70,1.00,2,2,2,3460.94,-1.65,204060.35,3060.23,-1.65,180548.21,2770.13,-1.54,315055.95,3076.43,-1.54,218347.84,2559.83,-1.69,7812.50
1710000,468.50,440.10,1.00,2,2,2,2659.53,-1.66,200390.24,1830.17,-1.50,321206.83,1794.63,-1.54,243875.17,2155.59,-1.52,230480.67,2446.74,-1.66,31852.11
1714000,470.50,436.10,1.00,2,2,2,1118.03,-1.11,450563.88,648.32,-0.98,326753.08,938.10,-1.40,218621.61,1412.70,-1.50,185944.07,2278.46,-1.59,61868.14
1718000,471.40,435.80,1.00,2,2,2,237.17,-0.32,241253.24,176.78,-0.14,136430.50,356.30,-0.91,161694.22,918.44,-1.49,123595.63,1919.25,-1.55,92198.26
1722000,471.90,435.90,1.00,1,1,1,127.48,0.20,35355.34,79.06,-0.32,25000.00,117.43,-0.44,64290.75,497.22,-1.32,109402.90,1481.71,-1.49,112327.61
1726000,472.00,435.60,1.00,1,1,1,79.06,-1.25,35355.34,83.85,-1.11,15625.00,95.20,-0.40,5633.67,221.37,-0.73,84208.46,1017.58,-1.43,117266.25
1730000,472.20,435.30,1.00,1,1,1,90.14,-0.98,6250.00,111.80,-0.46,16828.64,100.97,-0.38,1562.50,137.96,0.23,45211.36,628.09,-1.35,98828.90
1734000,472.80,435.20,1.00,1,1,1,152.07,-0.17,27950.85,150.00,0.00,17677.67,113.19,-0.11,7812.50,165.00,0.65,17205.25,394.61,-1.19,61763.24
1738000,473.40,435.30,1.00,1,1,1,152.07,0.17,12500.00,127.48,0.20,8838.83,197.64,0.61,33657.28,195.71,0.67,7733.98,233.53,-0.67,55744.53
1742000,473.80,435.40,1.00,1,1,1,103.08,0.24,12500.00,285.04,0.91,51538.82,295.01,0.94,31405.86,225.02,0.66,7370.30,197.11,0.14,43082.24
1746000,474.80,437.10,1.00,1,1,1,493.08,1.04,106800.05,503.12,1.11,57622.15,352.50,0.92,14405.54,258.55,0.79,11744.76,193.47,0.54,19802.80
1750000,475.60,439.00,1.00,1,1,1,515.39,1.17,17677.67,420.01,0.93,28811.08,376.92,0.87,7967.22,290.89,0.69,10937.50,188.18,0.62,3906.25
1754000,476.80,439.80,1.00,1,1,1,360.56,0.59,73154.37,290.74,0.44,53216.83,325.06,0.91,13441.13,306.98,0.67,4207.16,181.58,0.66,2376.08
1758000,477.70,440.00,1.00,1,1,1,230.49,0.22,41926.27,230.49,0.86,30777.68,304.72,0.45,36443.45,301.04,0.73,4555.43,183.27,0.68,1235.26
1762000,478.00,441.20,1.00,1,1,1,309.23,1.33,72886.90,318.69,0.45,35630.48,286.75,0.36,7967.22,259.30,0.71,10510.64,182.87,0.71,1104.85
1766000,480.00,441.10,1.00,1,1,1,500.62,-0.05,133755.84,388.31,0.06,37629.98,234.94,0.50,15934.44,211.49,0.60,13643.94,175.84,0.74,2343.75
1770000,481.10,441.40,1.00,1,1,1,285.04,0.27,61555.36,152.58,0.61,67459.48,210.10,0.40,8414.32,167.50,0.64,11185.80,171.26,0.78,1991.80
1774000,481.00,441.80,1.00,1,1,1,103.08,1.82,75259.97,137.50,1.57,33657.28,130.05,0.96,30338.26,141.70,0.72,7202.77,164.63,0.79,1746.93
1778000,481.10,442.50,1.00,1,1,1,176.78,1.43,22534.70,127.48,1.37,6987.71,100.00,1.57,18814.99,110.49,0.50,10423.18,133.91,0.73,8043.46
1782000,481.20,442.80,1.00,1,1,1,79.06,1.25,25000.00,62.50,1.57,16828.64,75.26,1.49,6442.35,63.28,1.00,15625.00,107.50,0.57,8156.49
1786000,481.10,443.00,1.00,1,1,1,55.90,2.03,13975.42,27.95,2.03,9882.12,25.00,1.57,12597.28,50.10,1.51,7851.47,82.00,0.54,6406.73
1790000,481.10,443.00,1.00,1,1,1,0.00,0.00,13975.42,12.50,-1.57,9882.12,6.25,3.14,6442.35,34.94,1.39,3983.61,71.55,0.55,2620.39
1794000,481.10,442.90,1.00,1,1,1,25.00,-1.57,6250.00,25.00,-1.57,3125.00,6.25,0.00,3125.00,9.88,1.25,6298.64,61.81,0.28,5093.13
1798000,481.10,442.80,1.00,1,1,1,25.00,-1.57,0.00,17.68,0.79,9882.12,8.84,-0.79,1562.50,6.99,-0.46,3221.18,35.63,0.66,7899.90
1802000,481.20,443.00,1.00,1,1,1,55.90,1.11,19764.24,17.68,0.79,0.00,8.84,-0.79,0.00,16.83,-1.19,3125.00,22.53,0.98,3983.61
1806000,481.20,442.90,1.00,1,1,1,25.00,-1.57,19764.24,25.00,-1.57,9882.12,19.76,-0.32,3125.00,24.41,-0.88,2470.53,18.81,0.73,1610.59
1810000,481.20,442.80,1.00,1,1,1,25.00,-1.57,0.00,35.36,-0.79,6250.00,31.87,-1.37,6987.71,28.81,-0.71,1562.50,13.44,0.62,1408.42
1814000,481.40,442.70,1.00,1,1,1,55.90,-0.46,12500.00,39.53,-1.25,4419.42,40.02,-0.90,4687.50,23.80,-0.40,2343.75,14.41,0.71,390.62
1818000,481.30,442.50,1.00,1,1,1,55.90,-2.03,19764.24,45.07,-0.98,3125.00,48.81,-0.69,3125.00,25.19,-0.52,781.25,16.90,0.59,781.25
1822000,481.60,442.40,1.00,1,1,1,79.06,-0.32,25769.41,67.31,-0.38,9882.12,27.95,-0.46,5633.67,23.80,-0.40,781.25,18.88,0.43,873.46
1826000,481.80,442.30,1.00,1,1,1,55.90,-0.46,6250.00,27.95,0.46,13258.25,38.02,0.17,5633.67,19.76,0.32,3983.61,18.81,0.84,1953.13
1830000,481.80,442.50,1.00,1,1,1,50.00,1.57,22534.70,39.53,1.25,6987.71,22.53,0.59,4941.06,26.88,0.95,3983.61,18.22,1.03,873.46
1834000,481.90,442.60,1.00,1,1,1,35.36,0.79,8838.83,17.68,0.79,6250.00,43.75,1.57,9110.86,40.75,1.00,3493.86,19.76,1.25,1104.85
1838000,481.90,442.60,1.00,1,1,1,0.00,0.00,8838.83,51.54,1.82,11267.35,56.60,1.46,3493.86,39.16,1.07,781.25,23.90,1.77,2974.91
1842000,481.80,443.00,1.00,1,1,1,103.08,1.82,25769.41,100.00,1.57,12884.71,62.81,1.47,1562.50,46.98,1.50,5002.44,30.34,2.17,3149.32
1846000,481.90,443.40,1.00,1,1,1,103.08,1.33,12500.00,79.06,1.25,8838.83,59.29,1.25,3493.86,40.75,1.65,2209.71,42.04,2.41,3601.38
1850000,482.00,443.60,1.00,1,1,1,55.90,1.11,12500.00,39.53,0.32,15934.44,50.39,1.45,3493.86,50.87,1.76,2816.84,55.90,2.68,4752.16
1854000,482.20,443.50,1.00,1,1,1,55.90,-0.46,19764.24,27.95,2.03,12884.71,27.95,2.03,7812.50,64.35,2.08,5687.59,139.07,3.13,23023.69
1858000,481.90,443.80,1.00,1,1,1,106.07,2.36,40019.53,72.89,2.60,12884.71,45.07,2.16,4419.42,68.82,2.45,6298.64,387.83,-2.49,72836.64
1862000,481.70,443.80,1.00,1,1,1,50.00,3.14,19764.24,62.50,2.21,6987.71,98.82,2.54,14823.18,85.35,2.73,6675.00,655.47,-2.48,66924.68
1866000,481.60,444.20,1.00,1,1,1,103.08,1.82,25769.41,125.00,2.50,16828.64,118.59,2.82,9110.86,122.87,3.01,11899.65,991.22,-2.25,95562.72
1870000,480.90,444.40,1.00,1,1,1,182.00,2.86,39528.47,189.16,3.01,25194.56,150.26,2.85,7967.22,298.52,-3.04,45292.29,1088.58,-2.24,24385.14
1874000,480.10,444.40,1.00,1,1,1,200.00,3.14,13975.42,187.92,3.08,3125.00,218.84,-3.11,22534.70,807.44,-2.44,146043.61,1172.51,-2.22,22234.76
1878000,479.40,444.50,1.00,1,1,1,176.78,3.00,8838.83,252.80,-2.99,20009.76,526.08,-2.91,78638.93,1333.99,-2.45,131651.64,1184.08,-2.21,3925.73
1882000,478.10,444.10,1.00,1,1,1,340.04,-2.84,48814.06,874.02,-2.85,156187.49,1556.04,-2.38,283898.12,2015.87,-2.23,192954.52,1190.64,-2.21,1657.28
1886000,472.70,442.50,1.00,2,2,2,1408.01,-2.85,267000.12,2909.06,-2.33,548880.25,2588.11,-2.40,258285.55,2202.50,-2.22,47199.40,1196.56,-2.21,1991.80
1890000,462.10,427.20,1.00,2,2,2,4653.29,-2.18,915854.28,4405.29,-2.32,374230.98,3896.52,-2.19,369147.03,2348.94,-2.19,39996.64,1204.38,-2.21,1953.12
1894000,448.80,416.60,1.00,2,2,2,4251.84,-2.47,338770.76,4930.77,-2.10,280937.33,4016.08,-2.13,61495.84,2350.77,-2.17,8907.62,1212.51,-2.22,2470.53
1898000,442.10,393.20,1.00,2,2,2,6085.07,-1.85,900086.80,3788.02,-1.92,348462.02,3183.86,-2.10,210665.33,2323.69,-2.16,8907.62,1222.82,-2.22,2620.39
1902000,438.50,388.10,1.00,2,2,2,1560.65,-2.19,1160044.45,1437.55,-2.07,594243.22,2259.36,-1.91,262504.65,2201.09,-2.11,41317.71,1221.57,-2.21,1746.93
1906000,436.60,383.10,1.00,2,2,2,1337.21,-1.93,106433.66,731.54,-1.87,184056.93,757.49,-2.04,377963.55,1633.08,-2.10,142144.57,1212.55,-2.21,2843.79
1910000,436.80,382.50,1.00,2,2,2,158.11,-1.25,304715.54,87.50,-1.57,162078.78,393.55,-1.93,92306.60,1168.14,-1.95,127036.63,1207.93,-2.20,1953.12
1914000,436.60,382.40,1.00,1,1,1,55.90,-2.68,40019.53,72.89,-2.60,20009.76,84.09,-2.30,79211.20,430.76,-2.15,187813.86,1185.20,-2.20,5807.06
1918000,436.30,382.20,1.00,1,1,1,90.14,-2.55,8838.83,118.59,-2.82,12500.00,124.53,-2.84,16828.64,240.95,-2.16,47457.32,1111.15,-2.15,22269.05
1922000,435.70,382.10,1.00,1,1,1,152.07,-2.98,19764.24,178.97,-2.93,15625.00,138.35,-2.82,3493.86,86.66,-2.69,42990.05,811.27,-2.15,74971.51
1926000,434.90,381.90,1.00,1,1,1,206.16,-2.90,13975.42,158.11,-2.82,6987.71,134.92,-2.91,3125.00,91.96,-2.97,6298.64,558.44,-2.01,67370.07
1930000,434.50,381.70,1.00,1,1,1,111.80,-2.68,25000.00,91.00,-2.86,16828.64,100.78,-3.02,9110.86,90.84,3.07,5468.75,185.63,-2.37,97440.39
1934000,434.20,381.70,1.00,1,1,1,75.00,3.14,13975.42,55.90,2.68,15625.00,62.81,3.04,10481.57,88.94,2.82,5687.59,90.17,-2.65,25591.16
1938000,434.10,381.90,1.00,1,1,1,55.90,2.03,17677.67,53.03,2.36,4419.42,75.26,2.30,12884.71,84.43,2.46,7812.50,59.07,2.49,21183.98
1942000,433.90,382.00,1.00,1,1,1,55.90,2.68,8838.83,100.78,2.09,12884.71,95.20,1.98,8414.32,86.83,2.10,7733.98,66.29,2.36,2734.38
1946000,433.70,382.60,1.00,1,1,1,158.11,1.89,31250.00,142.52,1.84,12884.71,122.79,1.83,7967.22,103.88,1.84,7370.30,72.50,2.22,2843.79
1950000,433.60,383.10,1.00,1,1,1,127.48,1.77,8838.83,150.52,1.65,6987.71,145.91,1.74,6442.35,118.30,1.78,3983.61,73.24,2.16,1104.85
1954000,433.60,383.80,1.00,1,1,1,175.00,1.57,13975.42,150.52,1.65,0.00,143.89,1.61,4687.50,110.49,1.71,2816.84,71.33,2.07,1610.59
1958000,433.50,384.30,1.00,1,1,1,127.48,1.77,13975.42,137.50,1.57,4419.42,144.29,1.66,1562.50,109.42,1.60,3125.00,79.81,1.97,2843.79
1962000,433.60,384.90,1.00,1,1,1,152.07,1.41,13975.42,138.07,1.66,3125.00,100.00,1.57,11375.17,109.42,1.54,1562.50,85.04,1.93,1610.59
1966000,433.40,385.40,1.00,1,1,1,134.63,1.95,19764.24,62.50,1.57,19008.63,77.31,1.33,7812.50,93.80,1.54,3906.25,90.15,2.02,2376.08
1970000,433.60,385.40,1.00,1,1,1,50.00,0.00,40019.53,51.54,0.24,17677.67,76.03,1.41,1562.50,71.94,1.61,5687.59,85.95,2.04,1171.87
1974000,433.80,385.50,1.00,1,1,1,55.90,0.46,6250.00,91.00,1.29,19764.24,47.60,1.17,7967.22,74.28,1.83,3906.25,81.07,2.05,1235.26
1978000,433.80,386.10,1.00,1,1,1,150.00,1.57,33657.28,76.03,1.74,9882.12,44.19,1.71,6250.00,67.10,2.06,4419.42,67.84,2.08,3337.50
1982000,433.70,386.10,1.00,1,1,1,25.00,3.14,38017.27,37.50,3.14,19764.24,88.83,2.26,13975.42,70.85,2.42,6298.64,60.29,2.12,1991.80
1986000,433.50,386.10,1.00,1,1,1,50.00,3.14,6250.00,117.92,2.58,22097.09,86.83,2.61,7812.50,76.29,2.53,2470.53,53.45,2.23,2376.08
1990000,432.90,386.60,1.00,1,1,1,195.26,2.45,40019.53,142.52,2.48,6987.71,134.63,2.76,12597.28,79.67,2.70,3314.56,46.38,2.14,2103.58
1994000,432.60,386.80,1.00,1,1,1,90.14,2.55,26516.50,154.62,2.90,15625.00,126.55,2.79,2209.71,69.39,3.01,6298.64,42.07,2.12,1104.85
1998000,431.70,386.90,1.00,1,1,1,226.38,3.03,38017.27,125.00,3.14,11267.35,87.50,3.14,13441.13,66.29,3.00,781.25,91.56,0.44,26183.53
2002000,431.60,386.80,1.00,1,1,1,35.36,-2.36,51538.82,45.07,-2.16,26700.01,67.31,-2.76,8838.83,63.74,2.94,1104.85,383.95,0.31,73351.22
2006000,431.50,386.60,1.00,1,1,1,55.90,-2.03,6250.00,50.00,-1.57,6987.71,31.87,-1.77,14149.04,31.87,2.94,7967.22,858.53,0.15,120754.31
2010000,431.60,386.40,1.00,1,1,1,55.90,-1.11,12500.00,27.95,-1.11,6987.71,19.76,-1.89,3125.00,17.68,2.36,4941.06,1511.96,0.09,164453.13
2014000,431.60,386.40,1.00,1,1,1,0.00,0.00,13975.42,17.68,2.36,11267.35,27.95,0.46,11048.54,220.97,0.14,58002.22,2113.14,0.07,150463.66
2018000,431.50,386.50,1.00,1,1,1,35.36,2.36,8838.83,62.50,0.93,15625.00,62.50,0.93,9882.12,816.32,0.24,149169.66,2578.56,0.06,116448.19
2022000,431.90,386.80,1.00,1,1,1,125.00,0.64,33657.28,123.74,0.79,15625.00,453.55,0.21,102149.74,1783.40,0.13,243930.22,2979.42,0.08,100763.84
2026000,432.20,387.20,1.00,1,1,1,125.00,0.93,8838.83,861.05,0.16,191034.40,1643.18,0.25,297519.86,3091.63,0.08,328184.52,3314.04,0.08,83686.79
2030000,438.70,387.90,1.00,2,2,2,1634.40,0.11,387953.36,3180.83,0.23,580577.57,3540.42,0.13,479812.18,4291.10,0.07,300146.45,3341.50,0.09,13101.96
2034000,457.00,392.90,1.00,2,2,2,4742.69,0.27,784941.28,6220.38,0.12,768807.16,6141.97,0.07,653132.48,5218.74,0.06,232095.69,3342.88,0.10,7432.15
2038000,488.10,393.90,1.00,2,2,2,7779.02,0.03,838152.73,9152.19,0.02,756353.30,8133.37,0.06,498498.72,5989.52,0.08,194129.23,3357.68,0.11,4021.73
2042000,530.20,394.50,1.00,2,2,2,10526.07,0.01,687954.40,10065.02,0.02,228210.60,8827.87,0.03,188363.90,6639.54,0.08,162548.82,3369.39,0.11,3360.28
2046000,568.60,395.70,1.00,2,2,2,9604.69,0.03,234270.81,8503.68,0.03,390675.00,8444.62,0.06,116602.71,6462.29,0.09,49761.39,3399.24,0.11,7462.88
2050000,598.20,396.50,1.00,2,2,2,7402.70,0.03,550567.89,6838.54,0.11,441278.33,7137.24,0.08,331021.44,5877.56,0.09,146677.48,3409.06,0.11,5078.12
2054000,623.00,401.50,1.00,2,2,2,6324.75,0.20,398630.47,5801.25,0.16,273950.41,4803.14,0.15,591370.64,4932.60,0.10,236781.91,3406.49,0.11,1408.42
2058000,644.00,404.00,1.00,2,2,2,5287.07,0.12,284289.14,2789.27,0.25,758577.26,2989.70,0.26,465887.09,3648.98,0.13,322664.76,3403.56,0.11,873.46
2062000,644.60,407.10,1.00,2,2,2,789.38,1.38,1275551.35,614.54,1.49,662861.05,1468.59,0.33,382123.10,2516.45,0.17,285263.25,3303.69,0.12,25027.45
2066000,644.40,408.90,1.00,2,2,2,452.77,1.68,95402.11,273.00,1.29,87722.93,365.77,1.22,317491.39,1629.88,0.28,228158.44,3004.55,0.10,75714.77
2070000,645.20,409.20,1.00,1,1,1,213.60,0.36,112673.48,213.60,0.36,56336.74,262.57,0.67,49657.03,857.10,0.38,195237.49,2521.31,0.11,121156.74
2074000,646.00,409.50,1.00,1,1,1,213.60,0.36,0.00,343.24,0.18,34516.75,276.84,0.49,12203.52,291.10,1.05,164027.15,1868.79,0.16,164851.16
2078000,647.90,409.70,1.00,1,1,1,477.62,0.10,69033.51,343.24,0.58,33657.28,255.03,0.63,10481.57,211.88,0.92,21452.39,1276.20,0.23,150408.89
2082000,648.30,411.00,1.00,1,1,1,340.04,1.27,116256.72,249.06,1.26,54575.78,229.81,0.79,11375.17,163.76,0.73,14925.76,823.74,0.33,116471.77
2086000,648.50,411.60,1.00,1,1,1,158.11,1.25,45500.69,142.52,1.30,26700.01,182.00,1.29,28298.08,141.42,0.79,5949.82,433.97,0.45,98981.63
2090000,648.60,412.10,1.00,1,1,1,127.48,1.37,8838.83,115.24,1.35,6987.71,87.50,1.57,25194.56,141.49,1.04,8907.62,163.11,1.17,82222.62
2094000,648.70,412.50,1.00,1,1,1,103.08,1.33,6250.00,53.03,2.36,24407.03,50.39,1.70,9504.32,134.70,1.50,15934.44,116.00,1.10,12033.53
2098000,648.30,412.40,1.00,1,1,1,103.08,-2.90,44194.17,39.53,-2.82,12500.00,83.39,1.80,8414.32,88.00,1.68,12621.48,96.27,0.95,6298.64
2102000,648.40,412.40,1.00,1,1,1,25.00,0.00,31868.87,125.00,1.57,35630.48,98.82,1.89,4419.42,64.42,1.82,6442.35,89.28,1.00,2103.58
2106000,648.30,413.40,1.00,1,1,1,251.25,1.67,63737.74,201.56,1.70,19764.24,89.49,1.78,3493.86,49.41,1.89,3906.25,81.20,1.05,2277.72
2110000,648.20,414.00,1.00,1,1,1,152.07,1.74,25000.00,62.50,2.21,37629.98,79.06,1.89,3493.86,43.41,2.10,2816.84,67.84,1.43,7851.47
2114000,648.00,413.80,1.00,1,1,1,70.71,-2.36,50389.11,55.90,-2.03,25194.56,17.68,2.36,15934.44,47.80,1.77,3906.25,48.46,1.54,5078.12
2118000,648.00,413.60,1.00,1,1,1,50.00,-1.57,12500.00,27.95,-1.11,11267.35,22.53,-2.16,7812.50,50.10,1.63,1746.93,48.44,1.57,390.63
2122000,648.10,413.60,1.00,1,1,1,25.00,0.00,13975.42,12.50,1.57,9882.12,6.25,1.57,6987.71,20.96,1.11,8414.32,42.22,1.61,1610.59
2126000,648.00,413.70,1.00,1,1,1,35.36,2.36,13975.42,39.53,1.89,6987.71,31.25,0.93,6629.13,9.37,0.00,4687.50,37.53,1.61,1171.88
2130000,648.00,413.90,1.00,1,1,1,50.00,1.57,8838.83,53.03,0.79,12500.00,40.02,0.67,3125.00,15.62,0.64,2470.53,39.34,1.45,1610.59
2134000,648.30,414.00,1.00,1,1,1,79.06,0.32,19764.24,76.03,0.17,11267.35,36.44,0.54,1562.50,37.76,1.14,6298.64,40.66,1.53,873.46
2138000,648.60,414.00,1.00,1,1,1,75.00,0.00,6250.00,25.00,0.00,12884.71,27.95,0.46,2209.71,39.53,1.25,1104.85,21.93,1.50,4687.50
2142000,648.50,414.00,1.00,1,1,1,25.00,3.14,25000.00,27.95,2.68,12884.71,45.50,1.29,8414.32,41.93,1.11,1562.50,11.05,1.43,2734.38
2146000,648.40,414.10,1.00,1,1,1,35.36,2.36,6250.00,87.50,1.57,19764.24,50.39,1.70,4941.06,36.44,1.03,1562.50,13.35,1.21,873.46
2150000,648.50,414.70,1.00,1,1,1,152.07,1.41,33657.28,88.39,1.43,3125.00,56.60,1.46,3493.86,31.87,1.37,3125.00,18.29,1.22,1235.26
2154000,648.50,414.80,1.00,1,1,1,25.00,1.57,31868.87,27.95,1.11,15625.00,51.54,1.33,2209.71,25.77,1.82,3493.86,19.33,1.33,552.43
2158000,648.60,414.90,1.00,1,1,1,35.36,0.79,6250.00,17.68,0.79,3125.00,18.75,1.57,8414.32,22.75,1.85,781.25,21.25,1.27,552.43
2162000,648.60,414.90,1.00,1,1,1,0.00,0.00,8838.83,17.68,2.36,6250.00,6.25,3.14,4941.06,15.93,1.77,1746.93,27.29,1.34,1562.50
2166000,648.50,415.00,1.00,1,1,1,35.36,2.36,8838.83,27.95,-2.68,6987.71,22.53,-2.55,4419.42,3.13,3.14,3906.25,26.97,1.75,2734.37
2170000,648.40,414.80,1.00,1,1,1,55.90,-2.03,18750.00,45.07,-2.16,6250.00,26.52,-2.36,1562.50,3.13,3.14,0.00,31.44,2.03,2376.08
2174000,648.30,414.70,1.00,1,1,1,35.36,-2.36,6250.00,27.95,-2.03,4419.42,19.76,-1.89,3125.00,6.99,2.68,1104.85,37.79,1.70,3314.56
2178000,648.30,414.60,1.00,1,1,1,25.00,-1.57,6250.00,12.50,0.00,8838.83,0.00,0.00,4941.06,22.75,1.85,4687.50,44.00,1.46,2816.84
2182000,648.40,414.70,1.00,1,1,1,35.36,0.79,13975.42,27.95,1.11,6250.00,19.76,1.25,4941.06,26.88,2.19,2343.75,35.25,1.35,2470.53
2186000,648.40,414.80,1.00,1,1,1,25.00,1.57,6250.00,37.50,1.57,4419.42,62.81,1.47,10937.50,38.15,2.18,2816.84,35.11,1.21,1235.26
2190000,648.40,415.00,1.00,1,1,1,50.00,1.57,6250.00,100.00,1.57,15625.00,67.31,1.95,7812.50,53.22,1.63,7202.77,39.53,1.25,1171.88
2194000,648.40,415.60,1.00,1,1,1,150.00,1.57,25000.00,100.78,2.09,12884.71,76.29,2.18,4687.50,72.95,1.40,6101.76,47.01,1.20,1953.13
2198000,648.00,415.70,1.00,1,1,1,103.08,2.90,40019.53,91.00,2.86,18221.72,88.39,1.71,10004.88,71.26,1.30,1746.93,45.42,1.11,1104.85
2202000,647.70,415.80,1.00,1,1,1,79.06,2.82,6250.00,91.00,1.29,32173.84,83.39,1.34,7967.22,71.40,1.17,2470.53,58.71,1.13,3337.50
2206000,648.20,416.40,1.00,1,1,1,195.26,0.88,58962.38,185.83,0.83,27950.85,97.63,0.88,11048.54,78.37,1.16,1746.93,62.89,1.11,1104.85
2210000,648.70,416.90,1.00,1,1,1,176.78,0.79,6250.00,117.92,0.56,19764.24,121.35,0.60,9504.32,77.18,1.02,2816.84,64.29,1.12,390.62
2214000,649.00,416.90,1.00,1,1,1,75.00,0.00,33657.28,75.00,0.00,16828.64,93.75,0.64,6987.71,81.79,0.81,4207.16,63.60,1.09,552.43
2218000,649.30,416.90,1.00,1,1,1,75.00,0.00,0.00,70.71,0.79,13975.42,80.04,0.67,3493.86,103.88,0.81,5524.27,64.99,1.10,390.62
2222000,649.40,417.30,1.00,1,1,1,103.08,1.33,27950.85,111.80,1.11,12500.00,66.44,0.72,3493.86,83.97,0.79,5002.44,65.92,1.02,1235.26
2226000,649.70,417.70,1.00,1,1,1,125.00,0.93,12500.00,62.50,0.64,15625.00,92.28,1.08,9504.32,61.87,0.79,5524.27,62.23,0.89,2277.72
2230000,649.80,417.60,1.00,1,1,1,35.36,-0.79,33657.28,72.89,1.03,6987.71,76.29,0.96,4687.50,59.70,0.82,781.25,66.29,0.79,1991.80
2234000,650.00,418.20,1.00,1,1,1,158.11,1.25,44194.17,95.20,1.17,6250.00,45.07,0.98,7812.50,58.96,1.01,2816.84,75.13,0.79,2209.71
2238000,650.10,418.30,1.00,1,1,1,35.36,0.79,31868.87,17.68,0.79,19764.24,53.76,0.95,2209.71,55.29,0.83,2816.84,65.20,0.80,2501.22
2242000,650.10,418.30,1.00,1,1,1,0.00,0.00,8838.83,25.00,0.00,4419.42,26.52,0.79,6987.71,48.81,0.69,2343.75,53.03,0.79,3050.88
2246000,650.30,418.30,1.00,1,1,1,50.00,0.00,12500.00,35.36,0.79,6250.00,36.44,0.54,3125.00,50.87,0.74,781.25,48.81,0.88,1562.50
2250000,650.30,418.50,1.00,1,1,1,50.00,1.57,17677.67,53.03,0.79,4419.42,55.90,0.46,4941.06,46.46,0.74,1104.85,52.50,0.93,1171.88
